query_id,answer
BHqkB8hyVBLYjeJk,b4017e6e7d3fded8 cf95bf393cddc29e a56fd64b3ff5130f f7bd6c612e4dbe56 c556aac51d48fc74 064b0cfbf9d27702 1a2e412a802f64ef a5f683039464cdbf e7ca5f3fe4c7223d e4f51e0805d52bdc 2dc607de98f4ed18 6b6f841304d177ae 203bd20bd909376d f35b6f759f56a88d 86ed21b72a45fe76 e23e327b22211b7a 295f73ab7eb6cfd1 ad86467ee810f2d2 4524365f48ebcf8d 5292da6569706efe edb71c4a334651b4 a90eac5917526597 e6fd0c4927b8ecfe 9e21b8e5a71a0ea0 871aab2dc46e0765 219b726aaeaf24a6 e1b4eba97b8c5240 f4310a574a8537ff a588f6a8c3cf7bb9 fa8f3e2db701c980 0c067e5bd5bc2710 04a433604469adc8 02041ecc093b5437 8834dddb19f784d8 134f9f5bf5cff064 9d0d9e73fb885f2d 3bcf04a270c3a02e 611804dbb9c68a4c 52f65d310d04442c 65ebc71554572353 ab991544f40f5bff c560fce1e1ff9623 afd5f77a734f5878 8d41bcd6245bfc44 36872ca77d9cc79f 6eb4a74791507649 74e0d44528cf4e3b dcda6d4244477f5c d4ce75f4fb6e262f ea4b62cd245b9a77
dkPW1ez4OuJlKP6f,15ddeecb930d4f8d 9f95f39e03a25ffe ab5b5ba8f1cb89be bbf504a6b1a049c6 d358644b7d4cc307 530b319de7efdbec cf00805727f3c1df 0379f593b36a1dd8 403f2999dcc7b740 0e0bf288ff44dc3d 1ac8a5b77e6a8c42 5e6990c777ec0d90 bd5db5a85cb5d137 f5a84b4ef603a5f4 01346d7ab677a006 83b57f6e2fbe6cf0 0ac0967785f45830 631e399da3cac8fa cfbfd42debb34200 0622457858881bfa 3273767a2bb49d6b 233b9a944ae2c5e3 ce42b5f35d48e553 f261f3f6f3d8f20e c2a68365efd026e5 c59d6a728daa8d08 dd4ec161e9a1fba6 3367eb628d408f13 ae03c142e97cbf03 ce7523dfe05215a7 2e56aac6c3631389 4ded79793f35192e a234a719880fd744 4bbb6cf166d6242d d7eed8775adc0ba0 729b82165450eb99 f9949ef49168ffb6 90ca0ea2a53ee04d 806d23a4615e5841 eee1a3ccabea8e5d 9bdfdcd2af8563de 54e2af6d91225d71 0239f8a55c21711f 4fd6f49908e08c1e 2667db3b0a7ffc2a 2dbb67933540e667 d79b58fec1add8c9 e1d193c5f64dfba7 cd22f02d9b107f02 4783767ecc024929
QcN46alMOqpAE50I,522883edf050c18f cfd1607c20a6042d fae41dd969a99050 2d3a63ae0b2dbd8f 1f8ea6168f1bddb3 0d1acb8159c9bae8 b9144f0619e1ae69 26388583fe42b87f 14ebba70f442932c e3ac4995f4cd476a 647754b1f68e08d5 eba2cc8c8ecef336 d61be3fdbc23634d 80164958a6f27a32 54f9fd5755051f69 8d9c6c04212bf64b b308d47410a46636 9591c3a5933d9004 610bdd79153340d1 d3b3f80e584bfe0c a6fa0c2925fd4270 cf8b881b52188f2b 1e33b48ebfd2fc24 ddd76295790c84cb d3bd4c2f76635e4e 9e999755929baf38 e7debede839f595c 12a2f6af38d3966b d72fa9ba9554dded f9075c5549063c63 50345721e6966907 dc63051927b33263 73ba68d276782ff9 89d5e4a102328b0a eda2c60a89e63b56 f5c0b6e975629ea7 7b8e2acd7edb4ddc 840845c4fe9ba442 4a8fe1c2426e9eab fdfd5f15003a8422 d3580e4f758a08a1 d73aed04c5336798 ee6a87be5b2b27dc 693ef6cd6ed5ec8e c207062ef3be9dba f032343ce917a26f 10339996143c51c6 8a1fa17860c15448 a85baed12dcffac7 69ffcfc7c14913f7
Q4BzK1C2QbMpWats,a0c0ef62c80c3510 9550428666d02fb0 5c42e75509da8ef4 64200016fb208432 5ae65ce6f9ffa11c c0d26133a251808b ec37406adf01737b 93b8d7b11253295e 7d85212d723de304 4acd13afc12253bd 09d68fe87040bd5d e213b1a138b0dbc9 67c7c49bfaab55f5 7371e8390457dd94 97dc61e01a914a8e 20e2792b14789745 ce6223ec03da1d47 08c8ec546c71428a d264956dc7321e3b 4acb33166aefd7db 5ed17bc9c21552b5 453636b090c3d49d 671ec869f80e7688 1679ce51048fd777 67c769c0188cee26 c913a66658074d96 811ef25ecf305ae1 610c25106f3d0521 841b9ab0f8027e7a c5b355d18f2397b6 167627f1ca07c2f6 d7dee04803e8d990 7cc855258cf6ed7e c606ee82ee3aea6d 96f36cd15a612a3c 8c1150c414d1d804 efb884a729e258b4 ad6bbc7aec8fb592 fdafca8b9e0bbca3 9ccdaa533a349c96 f0e0ce99bf127973 5dc47a12fca71d6c 0471c8f2cd3fe2f3 48df650a90cf3709 46cef3bbff01cc98 59576423fe00e3b2 43c175b03069fdfb c302a84c719de657 9be59b6411cf11cc 4528b55ecf2093a9
94UtW5eRuV3rcDEO,ab18ad965eb4d116 276e0d27c8def01a 6fabf64c0905fc3a 304706946e182505 72725862d7ed11c5 bd5420b856e7c245 4729f8de96814711 2be4560926555e7c 81be230dd06e8862 caf385169ef284d0 e6b388ae684d5a72 cfa642f8e82ae713 dc7c5a6e928b1e1c 3c20d09240795139 6a6e82769b7332e7 454cd854cf16f9d7 1f3133f5bbe99e4b e8c8455d23f681b5 8d43e2e72921f694 cdd9f749958d3f82 524274c2d227d660 a37fadd892aa743e 57edb32ebbf3af34 61dcb2a462e54b70 2b4ff456455572a4 bf121ca8e63ea494 3b5735c38a89a937 40bc47aaf1845777 534bcf271df0cce8 67aaae3e111c0976 8b862c8f0998eb01 84a424b4414ed0e1 972922d2d14eebbd a8b0ce6a110be36a 0bc88004234a9cb7 63aeb01759ec02c6 b432dd20d7370b83 fda5a34acd90443d 87c690d45a25f35b ad5139fd78a41fe1 89ce608eb7222ea7 6a043732072918dc 1fe50f3cb59c1b4a 10397e233d5c55e3 c7867980b064e6c6 fc1db7b860dc7529 9874707b293a0589 035a00c2e4b35638 72400063523b73ef 53ebb96f5068d1e2
6dYxIAlZOriT6SHH,a50929967895f818 a1f89a5af43b9a19 4e32443fd938a23d 1d05850b431cfaf9 1f29b97fb079b6d1 14c4b00e615e9cc3 668fd09b4ffbfe45 431a3e0243ee9fbd 2aed19e73962d863 65c405ebfb147129 ad17e496eca1e630 9ee2b11a31a70cf5 7383cdc3a588ef1a d839be179a15dca9 da7dc4d297aef6eb 9e7f309a6f6db71e e0b2c025293f7146 d2b9491fc7a439cc 53c93ba85c8acd46 8218df0a3a3748b8 e0a03dc0452bd5c5 729eeaeb3dd44903 669952cfea42b6a7 e2ec484ccc71a456 caaed96e63f9737b 3dca7ae07ecdb386 ed58e141c2ddd876 c90b018b9116a632 e220acd7df81a59e 87b4c104770d541b 90b3f8b06894c1b6 6aaafb466c87ab34 8a25c667dcca8b38 e9e1e3c16e984182 8d8024054828e9be 937fd33420050687 a4fb1fc05743e013 33bbaad367e21213 974542c247cafa42 e77e09a34d1f2e22 fd66068dd6ea25e9 e289cd35cb30f3c5 3b02cb88064659b6 d6ed831cfd5f5c52 3edf9ee666855377 5cad0ac6e995c630 b5e26b462b1aef93 a3cadb54bd90326c 3ebc91772eb7caec a4fc322841c7f8a0
moFmX6XQY5SEz9hU,ea678b8d36451645 e2613b0dab30d6f3 ff8c83488b07936e 47cae3e69c339f1a 489881e1fe2f0709 e149c3013c8274da 5a9903a345570cae 36eff9b9a7e29644 05d2cd5f312fb219 df54b3f7497d69ed ddf05bb3413be9ac 039da587d36802ed d46529deee40cdde 445eec11e8ccda32 e239892c841076a4 3de0bf75ae6d19a1 25efb9aae200ea73 20277fdaf89ff58f e15ec8d2e5920abd 8cb482057f19610a 1e24a2caf7db8d2f 6d9043d370b9256b 2ac8f3a653a3eaf5 aa2fe68ebc7f17ce bf66c5bde034e509 63229d195b66275b f338dc60ed5fa61b dbb782dde1c41800 c65e1b569a7c5d39 835e72268639dd09 2c1a9e98964ac2e9 cfcecefd6ef84b55 d8b1981ed6e55190 99e955357cd52f41 8942532f249e1d54 db05a38694ba70c3 c36574e886c6ae7a 1e481248f4d31358 c38eaca8f33609a0 1f6304600d5c0a9a f5de2ec16f211a23 5a77d476d355ef99 94e5c58453da58bd bbfe0f8454ef40ef 11b639d187c74d87 1c7fb1eb5fa9f23f d0e4967dfe1101db 9879311b1681e073 8e7b4a439bada54c 84653afed4262adb
R66chaldEN0epFjt,7affd05a2c12258b a6b1eef4b2251224 449c05b19a9b84f5 c24ce13d01895854 0e6ababf746b094f 480294e9020fc120 d6c6a7e4de61a08d 2712af160c36ee0f 4068ab9db47a18c9 6f6c36575d8e3a5e 2c284338283cd0b2 fc5cc6740d4f0391 b65b43e4addfb8a1 5645052abdec64ee 61f06df233dba4c1 d85ac15a3fb338cd d0b324933fe0b56d 006b9e0de279c1bc f0f3e1094458b193 52220b452c3e613d 1b9decf0b7126edf 0fc323ba42b4e297 f948dc0d64569efd 706aef11c086f2cc 99504a447db7c9e4 58c60077ba4e94e9 bdfce93504afe108 bd912bc7d29bda1b 1c383865e2b1f142 0c4fba8ca6b53bb2 bd3c20af6671ec49 c6f6d13ccf5e1527 dd935766cd1f4640 69fcee637df221af c7c36cce492b4cc1 d8c9cf470d09907a 6317ca1cee9149d3 2e3ea7cf3cac3fef b95e0c8db8ace260 2bd33044d79aa561 ed7535b081298136 fad350ff33deeca7 d4f6e6f24631bf8a 45c28fd6260b744b 4ed60a213448e787 e175a70897c87e83 d7c119f222db17c3 64114898e42c2611 4d8de295c89f1532 14a175628021a6e9
LeWIzjoTRN8saOxg,ce412ba63a3567e1 ff62e9f24bca34c4 132b0768a0afd84c 4c4a9f35845839ad adcdff6300cac5e8 c0dfe8e3e9c7d31d 35fe26d7ff039862 d400282b720cc795 b351b2435b10dde2 6129b43b7272730a 5ca4d12a7066a061 0aa4988f7527044f 93d749d62da43536 3817da59d8a460f0 8e7e64c30f92b48b db380030381b69ae c06a4a823f8dcd23 9ec1e2f55fd9e653 a97a60e0b0c7371c 6edf6b69fecf5fb6 c9ec99ffcef43ebb d36b76ffcde18075 0b7c0b04d3858dae 3086070c012c8e23 6094c5b0a8227850 7f5f3acf27a0b9d4 7f97fd7c949af768 74d109ec13995ce9 f838a0b7f0e285ad 21d795ce5d12a1a7 f8ec8b87125abb1a a4c4f780d720ea71 3c47580490bd2bed e5bd0eef9b7217a3 40c39f40ad41d4b1 0904dcce0360d5b6 236cfc946d46f64b ca8a71860b6dc037 6557cc5d11d0fbf7 59ad84f75ee98b4c b495056ef40d11d9 b02d4ff96e1d8eac 74012473ecb6f929 bd2296ed4cea9659 946f39baadf31d89 0fbe3bf393bd7462 306a6fcc24b3c9bf fc897546b48ed616 6a1402ef66bbdd4d c288d0798a4b5a66
YeC06bC3Bws9SfaN,b57e56e3e7a5c607 130d7168869f5535 c6158aeb65364c32 2a13567f12be3269 6331e804af6e98a8 aeadd019ceb0877e 1df7fadec535ed1d 33e603bb72cd311c 1391e85172d88c21 3171128c48df530c f56298ca10f22e2f dfba4a7ebd64148a 516023a085a94273 036e1bb4542de152 c3dbf79930898026 d7ae79dcc88246b7 10f0eb0d5af774b2 075f0e435e410bb6 73da23eb53c33360 071681d16233dfe2 95473a18d12c887a d71db9f4415ec353 eafb0d921301d2fb 2077e588b04a1f3e a74f806123fb7678 1e0c917d45a2b001 f33b5771c4f2250d 3bcbd14f2d458b53 c693679ec1d0ffb5 1be7ea3abede7e51 15d6c65ea742a8ff d27574387b8bf91f 6c631488ea544c7b 1116edeb786f243f 44ab2d0ae836a345 9d64cc94b8a44f2b 7cd8ce86b84060e7 09684c84bc8513ee 8b09ec5d07579dd1 9f0991316bd710b5 ac00e7207c635e08 27d6424908ffbd80 26eb7ca94e413c0e 5a428a143045c0a4 44c3a0c85aafb858 143d7f18d7611617 473abb8c9ab69448 1f378586c898f4dc 4c7b5435b2c0abb3 731d59964ef422c9
Mkw7pexvDmMpFdzO,bfbb72ed6f6df37a 3ac2ddd10a160ce1 1a6951d1492fae8d 7c82ab0de9f7650d 6fb7940daa4bcc16 a17d31c99eca224e 955a13ae30f0bbc6 c65fdc3f5969859b d07f886e80733a7d 20c0be8293f20812 d120f96592a5a3cc 857a4368d8938a63 59763bdc08bd4d0b c31e3211e7927e98 7411240a080841e8 046819e7c5f0d371 57ff6765aa00ff0b f1c5ee84309c8085 f9277c338e26db8c 38dcfa0884e1cd25 9037c404cca89f05 57060b06acb5eca7 63543fb537b2d16a 1c1d824f508ccdc1 ed4bc38fda0186d4 f529830ef1ed3538 f3bd37249ac96c66 eb1cbad29342305e 90ec932adb42e700 fd7be8c32e0f2574 2c65e59ebe51a3cc 89adcffedeaaa8e4 0e1be2d64828d21c bdf4e155a2c83481 99581c442f222ecf 0bfba26f282c92cc 60f14f2b2c181d04 9ca97bc4f8323712 6690204b035970e4 82f1499aaf75005d feccc1bf1bb39cb0 35c6f9651e9adf74 2d9e1476363502d8 0f5e95d753ae54a6 1dfac3220e265c28 9e23e621ce478542 adfdb538d1b6b03a 4317ee4dd1a40ac5 1e45a1f475156ae8 9a0555706a5975dc
M1yUaCX37j5UCE6M,8fa7b4c1988a2c6e e865dce4e3da9478 174ae15d0d98ab0e fe8113c31dd663d5 60886147bdb384b6 3cfabc0b75472e0c 1a0aac9a89c5233b 8c5aec51c1d380ad f214793cf903afa2 f1851cf6327922db 801065f01ec7471d 389f4de9af2f7e5a 0fbba4484e5590fb d9b0c3036c6211c0 d3afc8bbda96499f 93e68cf7ffbfef7d 051d2861e217e7c4 7ff8d24a8dbae395 f838152517273eb2 d348ac923558188e 3a70bcb3086fd54b 67b6e4e124768bfc ef72179daa448367 9fb8f691078e2f23 69b23aa6257b66ea 6325fff44326fafb 9c54bb56f1427778 1b63c0257f6bbffb e586f6befda610ef 2340858f580b8f2b 97d6900d40921891 2a78ae0fb644e2f7 35b0ae8da97bbbbb 5508ebe97dec3a2f b96cce5ffd126cca dd7cf0a536ef2d77 c95b0e54afa46cf1 4d9ace392c717640 55f8ece9056e50f8 ecc0c384cfc32e9c 1417f9615d7d4209 10b283285b9899da 7127da7f3cdc1aec 4711aadf17749757 fc384d140cf0de2b 7f5d6c144cdfd4a2 a9438720215cf72b 2344293f88a7c905 2543cfa43fa54f0a bf6d32e9cac2986f
qICpl1nghlMbD1sQ,e31964dd745a581d 02b8a88d1e2870b3 e8b75e53d19a2185 14e850574c653d16 f3ae25b17f14ea10 477469f3115b08d6 3793aa404cdbf48e f5ae6ba3a7c969f8 f86a9d1243df3b56 fe74931c81a80ed8 6fbc07917bbdaab5 f2585d74397aaed2 54f9a8ee9dc9655f 932e437a6e446a35 680f5e7028e13737 bc2912eb1235865d 0ac900a53d558119 79de85355796b27e 1d9cf7f8484882bf e4310f4225927be6 fc976865174484c3 1baa52f68da12906 6ff991315ab63238 5699a7f40776afe8 712c9ae15e11ec7a f6d1b59d9acb225e 8348e92ad5533805 8bf45e3f2a30eb0a ce5de297f71be11e ae43fb3eb66c4bee a03a7d678e5635e6 64d2b40857699a73 08b282a10a1f32a4 88e608289b1c3e3d a5526b66afbaff6a 6879876d12974c1c fabda12531973707 359d2c8507ecb366 e762c3b78b9a6fb1 3abe26891ca22be7 94a973e8e00eee8e c36a6451d0d00884 29e5c5a59c935589 9bc71ea3dd71e71c 99a31d9e5bd6eda8 21cd23b2097ce13f 5d9271379d848806 3454ce49e1bfb53b 638df4ff333c78ba e69c0e48e6d6663a
